PMID,Title,Authors,Journal,Publication Date,Abstract,Publication Type,MeSH Terms
33347715,225Ac-labeled CD33-targeting antibody reverses resistance to Bcl-2 inhibitor venetoclax in acute myeloid leukemia models.,"Garg Ravendra, Allen Kevin J H, Dawicki Wojciech, Geoghegan Eileen M, Ludwig Dale L, Dadachova Ekaterina",Cancer medicine,"{'Year': '2021', 'Month': 'Feb'}","Despite the availability of new drugs, many patients with acute myeloid leukemia (AML) do not achieve remission and outcomes remain poor. Venetoclax is a promising new therapy approved for use in combination with a hypomethylating agent or with low-dose cytarabine for the treatment of newly diagnosed older AML patients or those ineligible for intensive chemotherapy. <sup>225</sup> Actinium-lintuzumab (<sup>225</sup> Ac-lintuzumab) is a clinical stage radioimmunotherapy targeting CD33 that has shown evidence of single-agent activity in relapsed/refractory AML. Increased expression of MCL-1 is a mediator of resistance to venetoclax in cancer.","Journal Article, Research Support, Non-U.S. Gov't","Actinium, Animals, Antibodies, Monoclonal, Humanized, Antineoplastic Agents, Antineoplastic Agents, Immunological, Apoptosis, Bridged Bicyclo Compounds, Heterocyclic, Cell Proliferation, Drug Resistance, Neoplasm, Female, Humans, Leukemia, Myeloid, Acute, Mice, Mice, SCID, Proto-Oncogene Proteins c-bcl-2, Sialic Acid Binding Ig-like Lectin 3, Sulfonamides, Tumor Cells, Cultured, Xenograft Model Antitumor Assays"
39829096,"Low incidence of primary graft failure with bendamustine, fludarabine, and busulfan conditioning prior to haploidentical allogeneic hematopoietic cell transplantation.","Moiseev Ivan Sergeevich, Cherkashina Alexandra Nikolaevna, Rudakova Tatiana Aleksandrovna, Volkov Nikita Pavlovich, Zhogolev Dmitrii Konstantinovich, Durova Svetlana Evgenievna, Vlasova Yulia Yurievna, Morozova Elena Vladislavovna, Bondarenko Sergey Nikolaevich, Kulagin Alexander Dmitrievich",Hematology/oncology and stem cell therapy,{'MedlineDate': '2024 Oct-Dec 01'},"The outcomes of haploidentical hematopoietic cell transplantation (haplo-HCT) have improved with the implication of new in vivo and ex vivo graft-versus-host disease (GVHD) prophylaxis regimens. However, primary graft failure is still reported more frequently in haplo-HCT compared to a matched donor HCT. We conducted a pilot study (NCT04942730) to evaluate the impact of adding bendamustine to fludarabine and busulfan conditioning on engraftment after haplo-HCT. Bendamustine was administered on days -7 and -6 in the 130 mg/m2 dose. Fifty patients with malignant disorders in complete hematologic response were enrolled. The cumulative incidence of engraftment was 98% (95% confidence interval [CI] 77%-99%) with a median of 20 days. One-year overall survival was 67.9% (95% CI 53.2%-86.7%), event-free survival was 68.1% (95% CI 53.4%-86.8%), the cumulative incidence of relapse was 4.9% (95% CI 0.82%-15%), and nonrelapse mortality was 27% (95% CI 13%-44%). Relatively high incidence of viral reactivations (68%, 95% CI: 52%-79%) and invasive fungal infections (19%, 95% CI: 9.3%-32%) were observed. The study justifies further investigation of fludarabine, busulfan, and bendamustine conditioning in haplo-HCT.","Journal Article, Clinical Trial","Humans, Busulfan, Transplantation Conditioning, Vidarabine, Hematopoietic Stem Cell Transplantation, Bendamustine Hydrochloride, Male, Female, Adult, Middle Aged, Incidence, Adolescent, Pilot Projects, Graft Rejection, Graft vs Host Disease, Young Adult, Allografts, Aged, Transplantation, Haploidentical"
37235836,Randomized Double-Blind Phase II Trial of Fecal Microbiota Transplantation Versus Placebo in Allogeneic Hematopoietic Cell Transplantation and AML.,"Rashidi Armin, Ebadi Maryam, Rehman Tauseef Ur, Elhusseini Heba, Kazadi David, Halaweish Hossam, Khan Mohammad H, Hoeschen Andrea, Cao Qing, Luo Xianghua, Kabage Amanda J, Lopez Sharon, Holtan Shernan G, Weisdorf Daniel J, Khoruts Alexander, Staley Christopher",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2023', 'Month': 'Dec', 'Day': '01'}","Gut microbiota injury in allogeneic hematopoietic cell transplantation (HCT) recipients and patients with AML has been associated with adverse clinical outcomes. Previous studies in these patients have shown improvements in various microbiome indices after fecal microbiota transplantation (FMT). However, whether microbiome improvements translate into improved clinical outcomes remains unclear. We examined this question in a randomized, double-blind, placebo-controlled phase II trial.","Randomized Controlled Trial, Clinical Trial, Phase II, Journal Article","Humans, Fecal Microbiota Transplantation, Gastrointestinal Microbiome, Hematopoietic Stem Cell Transplantation, Double-Blind Method, Leukemia, Myeloid, Acute, Treatment Outcome, Feces"
34049582,"Post-transplant cyclophosphamide containing regimens after matched sibling, matched unrelated and haploidentical donor transplants in patients with acute lymphoblastic leukemia in first complete remission, a comparative study of the ALWP of the EBMT.","Sanz Jaime, Galimard Jacques-Emmanuel, Labopin Myriam, Afanasyev Boris, Sergeevich Moiseev Ivan, Angelucci Emanuele, Kröger Nicolaus, Koc Yener, Ciceri Fabio, Diez-Martin J L, Arat Mutlu, Sica Simona, Rovira Montserrat, Aljurf Mahmoud, Tischer Johanna, Savani Bipin, Ruggeri Annalisa, Nagler Arnon, Mohty Mohamad",Journal of hematology & oncology,"{'Year': '2021', 'Month': 'May', 'Day': '28'}",There is no information on the impact of donor type in allogeneic hematopoietic stem cell transplantation (HCT) using homogeneous graft-versus-host (GVHD) prophylaxis with post-transplant cyclophosphamide (PTCy) in acute lymphoblastic leukemia (ALL).,"Comparative Study, Journal Article","Adult, Aged, Antineoplastic Agents, Alkylating, Cyclophosphamide, Female, Graft vs Host Disease, Hematopoietic Stem Cell Transplantation, Humans, Male, Middle Aged, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Retrospective Studies, Transplantation, Haploidentical, Transplantation, Homologous, Treatment Outcome, Young Adult"
34474640,Prognostic impact of conventional cytogenetics in acute myeloid leukemia treated with venetoclax and decitabine.,"Venugopal Sangeetha, Maiti Abhishek, DiNardo Courtney D, Qiao Wei, Ning Jing, Loghavi Sanam, Daver Naval G, Kadia Tapan M, Rausch Caitlin R, Alvarado Yesid, Ohanian Maro, Sasaki Koji, Short Nicholas J, Takahashi Koichi, Yilmaz Musa, Ravandi Farhad, Kantarjian Hagop M, Konopleva Marina Y",Leukemia & lymphoma,"{'Year': '2021', 'Month': 'Dec'}",No abstract available,"Letter, Research Support, N.I.H., Extramural","Antineoplastic Combined Chemotherapy Protocols, Azacitidine, Bridged Bicyclo Compounds, Heterocyclic, Cytogenetic Analysis, Decitabine, Humans, Leukemia, Myeloid, Acute, Prognosis, Sulfonamides"
34255353,Outcomes of TP53-mutant acute myeloid leukemia with decitabine and venetoclax.,"Kim Kunhwa, Maiti Abhishek, Loghavi Sanam, Pourebrahim Rasoul, Kadia Tapan M, Rausch Caitlin R, Furudate Ken, Daver Naval G, Alvarado Yesid, Ohanian Maro, Sasaki Koji, Short Nicholas J, Takahashi Koichi, Yilmaz Musa, Tang Guilin, Ravandi Farhad, Kantarjian Hagop M, DiNardo Courtney D, Konopleva Marina Y",Cancer,"{'Year': '2021', 'Month': 'Oct', 'Day': '15'}","TP53 mutation (TP53<sup>mut</sup> ) confers an adverse prognosis in acute myeloid leukemia (AML). Venetoclax with hypomethylating agents is a current standard for older patients; however, recent reports suggest that TP53<sup>mut</sup> confers resistance to venetoclax. The authors investigated the outcomes of patients with TP53<sup>mut</sup> AML who were treated with a 10-day decitabine and venetoclax (DEC10-VEN) (ClinicalTrials.gov identifier NCT03404193).","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Aged, Aged, 80 and over, Antineoplastic Combined Chemotherapy Protocols, Bridged Bicyclo Compounds, Heterocyclic, Decitabine, Humans, Leukemia, Myeloid, Acute, Middle Aged, Sulfonamides, Tumor Suppressor Protein p53"
33792630,Prognostic value of measurable residual disease after venetoclax and decitabine in acute myeloid leukemia.,"Maiti Abhishek, DiNardo Courtney D, Wang Sa A, Jorgensen Jeffrey, Kadia Tapan M, Daver Naval G, Short Nicholas J, Yilmaz Musa, Pemmaraju Naveen, Borthakur Gautam, Bose Prithviraj, Issa Ghayas C, Ferrajoli Alessandra, Jabbour Elias J, Jain Nitin, Garcia-Manero Guillermo, Ohanian Maro, Takahashi Koichi, Montalban-Bravo Guillermo, Masarova Lucia, Burger Jan A, Thompson Philip A, Verstovsek Srdan, Sasaki Koji, Andreeff Michael, Rausch Caitlin R, Montalbano Kathryn S, Pierce Sherry, Qiao Wei, Ning Jing, Kantarjian Hagop M, Konopleva Marina Y, Ravandi Farhad",Blood advances,"{'Year': '2021', 'Month': 'Apr', 'Day': '13'}","Assessment of measurable residual disease (MRD) provides prognostic information in acute myeloid leukemia (AML). However, the utility of MRD with venetoclax-based lower intensity regimens is unknown. We analyzed the prognostic value of achieving a negative MRD in older/""unfit"" patients with AML receiving first-line therapy with 10-day decitabine and venetoclax. MRD was evaluated in bone marrow specimens using multicolor flow cytometry (sensitivity 0.1%). Ninety-seven patients achieving either a complete remission (CR) or CR with incomplete hematologic recovery (CRi) or morphologic leukemia-free state were included. Median age was 72 years (interquartile range, 68-78 years), and 64% had adverse-risk AML. Eighty-three patients achieved CR/CRi, and 52 (54%) became MRD negative. Median time to becoming MRD negative was 2.0 months (interquartile range, 0.9-3.1 months). Patients becoming MRD negative by 2 months had longer relapse-free survival (RFS) compared with those remaining MRD positive (median RFS, not reached vs 5.2 months; hazard ratio [HR], 0.31; 95% confidence interval [CI], 0.12-0.78; P = .004), longer event-free survival (EFS) (median EFS, not reached vs 5.8 months; HR, 0.25; 95% CI, 0.12-0.55; P < .001), as well as longer overall survival (OS) (median OS, 25.1 vs 7.1 months; HR, 0.23; 95% CI, 0.11-0.51; P < .001). Patients achieving an MRD-negative CR had longer OS compared with those with an inferior response (median OS, 25.1 vs 11.6 months; HR, 0.33; 95% CI, 0.19-0.58; P < .0005). Patients becoming MRD negative within 1 month had an improved OS compared with MRD-positive patients (median OS, 25.1 vs 3.4 months; HR, 0.15; 95% CI, 0.03-0.64; P < .0001). Differential impact of MRD status on survival outcomes persisted at a later 4-month time point of evaluation. In conclusion, MRD-negative status at 1, 2, and 4 months after starting therapy confers significantly better survival in older/unfit patients with AML receiving first-line therapy with 10-day decitabine and venetoclax. This trial was registered at www.clinicaltrials.gov as #NCT03404193.","Clinical Study, Journal Article, Research Support, N.I.H., Extramural","Aged, Bridged Bicyclo Compounds, Heterocyclic, Decitabine, Humans, Leukemia, Myeloid, Acute, Prognosis, Sulfonamides"
33580980,Decitabine and venetoclax for IDH1/2-mutated acute myeloid leukemia.,"Venugopal Sangeetha, Maiti Abhishek, DiNardo Courtney D, Loghavi Sanam, Daver Naval G, Kadia Tapan M, Rausch Caitlin R, Alvarado Yesid, Ohanian Maro, Sasaki Koji, Short Nicholas J, Takahashi Koichi, Yilmaz Musa, Ravandi Farhad, Kantarjian Hagop M, Konopleva Marina Y",American journal of hematology,"{'Year': '2021', 'Month': 'May', 'Day': '01'}",No abstract available,"Clinical Trial, Phase II, Comparative Study, Letter, Research Support, N.I.H., Extramural","Adult, Aged, Aged, 80 and over, Antineoplastic Combined Chemotherapy Protocols, Bridged Bicyclo Compounds, Heterocyclic, Decitabine, Female, Follow-Up Studies, Humans, Isocitrate Dehydrogenase, Kaplan-Meier Estimate, Leukemia, Myeloid, Acute, Male, Middle Aged, Mutation, Neoplasm Proteins, Neoplasms, Second Primary, Salvage Therapy, Sulfonamides"
33027528,Blastic plasmacytoid dendritic cell neoplasms: results of an international survey on 398 adult patients.,"Laribi Kamel, Baugier de Materre Alix, Sobh Mohamad, Cerroni Lorenzo, Valentini Caterina Giovanna, Aoki Tomohiro, Suzuki Ritsuro, Takeuchi Kengo, Frankel Arthur E, Cota Carlo, Ghez David, Le Calloch Ronan, Pagano Livio, Petrella Tony",Blood advances,"{'Year': '2020', 'Month': 'Oct', 'Day': '13'}","The purpose of this study is to describe the clinical and prognostic features and to evaluate the outcome of different therapeutic approaches among patients with blastic plasmacytoid dendritic cell neoplasm (BPDCN) who have been diagnosed and treated in different institutions. A total of 398 patients from 75 centers were included in the study. Treatment consisted of non-Hodgkin lymphoma (NHL)-like regimens in 129 (32.8%) patients and acute leukemia (AL)-like regimens in 113 (23.5%) patients. In 61 (15.5%) and 16 (4.1%) patients, chemotherapy was followed by allogeneic and autologous hematopoietic stem cell transplantation (HSCT), respectively. Twenty-seven (6.9%) patients received radiotherapy, 6 (1.5%) received new agents, and 62 (15.7%) received palliative care. After a median follow-up of 12 months, median overall survival (OS) was 18 months. Patients who received NHL/AL-like regimens, followed by allogeneic HSCT, had the best outcome; median OS was not reached. OS was 65 months for patients who underwent autologous HSCT; 18 months and 14 months, respectively, for those treated with AL-like and NHL-like regimens without consolidation; and 4 months for those receiving palliative care (P < .001). In BPDCN, chemotherapy with lymphoma- or AL-like regimens, followed by transplantation, represents the therapeutic strategy associated with the best outcome. Consolidation with allogeneic HSCT, when feasible, appears superior to autologous HSCT.",Journal Article,"Acute Disease, Adult, Dendritic Cells, Hematopoietic Stem Cell Transplantation, Humans, Leukemia, Myeloid, Acute, Transplantation, Autologous"
32896301,"10-day decitabine with venetoclax for newly diagnosed intensive chemotherapy ineligible, and relapsed or refractory acute myeloid leukaemia: a single-centre, phase 2 trial.","DiNardo Courtney D, Maiti Abhishek, Rausch Caitlin R, Pemmaraju Naveen, Naqvi Kiran, Daver Naval G, Kadia Tapan M, Borthakur Gautam, Ohanian Maro, Alvarado Yesid, Issa Ghayas C, Montalban-Bravo Guillermo, Short Nicholas J, Yilmaz Musa, Bose Prithviraj, Jabbour Elias J, Takahashi Koichi, Burger Jan A, Garcia-Manero Guillermo, Jain Nitin, Kornblau Steven M, Thompson Philip A, Estrov Zeev, Masarova Lucia, Sasaki Koji, Verstovsek Srdan, Ferrajoli Alessandra, Weirda William G, Wang Sa A, Konoplev Sergej, Chen Zhining, Pierce Sherry A, Ning Jing, Qiao Wei, Ravandi Farhad, Andreeff Michael, Welch John S, Kantarjian Hagop M, Konopleva Marina Y",The Lancet. Haematology,"{'Year': '2020', 'Month': 'Oct'}","Venetoclax combined with hypomethylating agents is a new standard of care for newly diagnosed patients with acute myeloid leukaemia (AML) who are 75 years or older, or unfit for intensive chemotherapy. Pharmacodynamic studies have suggested superiority of the longer 10-day regimen of decitabine that has shown promising results in patients with high-risk AML in phase 2 trials. We hypothesised that venetoclax with 10-day decitabine could have improved activity in patients with newly diagnosed AML and those with relapsed or refractory AML, particularly in high-risk subgroups.","Clinical Trial, Phase II, Journal Article","Aged, Antineoplastic Agents, Antineoplastic Combined Chemotherapy Protocols, Bridged Bicyclo Compounds, Heterocyclic, Decitabine, Drug Administration Schedule, Female, Humans, Leukemia, Myeloid, Acute, Male, Middle Aged, Neoplasm Recurrence, Local, Sulfonamides, Treatment Outcome"
